lat,lon,perc,desc,race_ethn,race_ethn,r_e
-105.8,32.6,29.6,"Otero County, NM, Hispanic 29.6%",4,4,Hispanic
-103.5,35.1,26.7,"Quay County, NM, White 26.7%",0,0,White
-103.5,35.1,33.3,"Quay County, NM, Hispanic 33.3%",4,4,Hispanic
-106.7,36.5,52.9,"Rio Arriba County, NM, White 52.9%",0,0,White
-106.7,36.5,13.9,"Rio Arriba County, NM, Native American 13.9%",2,2,Native American
-106.7,36.5,17.6,"Rio Arriba County, NM, Hispanic 17.6%",4,4,Hispanic
-103.5,34.0,20.0,"Roosevelt County, NM, White 20%",0,0,White
-103.5,34.0,0.0,"Roosevelt County, NM, Hispanic 0%",4,4,Hispanic
-106.9,35.7,36.3,"Sandoval County, NM, White 36.3%",0,0,White
-106.9,35.7,16.2,"Sandoval County, NM, Native American 16.2%",2,2,Native American
-106.9,35.7,27.5,"Sandoval County, NM, Hispanic 27.5%",4,4,Hispanic
-108.3,36.5,26.3,"San Juan County, NM, White 26.3%",0,0,White
-108.3,36.5,10.2,"San Juan County, NM, Native American 10.2%",2,2,Native American
-108.3,36.5,24.4,"San Juan County, NM, Hispanic 24.4%",4,4,Hispanic
-104.8,35.5,24.1,"San Miguel County, NM, Hispanic 24.1%",4,4,Hispanic
-106.0,35.5,34.5,"Santa Fe County, NM, White 34.5%",0,0,White
-106.0,35.5,16.7,"Santa Fe County, NM, Native American 16.7%",2,2,Native American
-106.0,35.5,25.5,"Santa Fe County, NM, Hispanic 25.5%",4,4,Hispanic
-107.2,33.1,33.3,"Sierra County, NM, White 33.3%",0,0,White
-106.9,34.0,20.8,"Socorro County, NM, Hispanic 20.8%",4,4,Hispanic
-105.6,36.6,22.2,"Taos County, NM, Native American 22.2%",2,2,Native American
-105.6,36.6,26.2,"Taos County, NM, Hispanic 26.2%",4,4,Hispanic
-105.8,34.6,30.8,"Torrance County, NM, White 30.8%",0,0,White
-106.8,34.7,22.2,"Valencia County, NM, White 22.2%",0,0,White
-106.8,34.7,20.0,"Valencia County, NM, Native American 20%",2,2,Native American
-106.8,34.7,18.2,"Valencia County, NM, Hispanic 18.2%",4,4,Hispanic
-74.0,42.6,21.5,"Albany County, NY, White 21.5%",0,0,White
-74.0,42.6,13.6,"Albany County, NY, African American 13.6%",1,1,African American
-74.0,42.6,9.1,"Albany County, NY, Hispanic 9.1%",4,4,Hispanic
-78.0,42.2,24.0,"Allegany County, NY, White 24%",0,0,White
-73.9,40.8,6.6,"Bronx County, NY, White 6.6%",0,0,White
-73.9,40.8,2.6,"Bronx County, NY, African American 2.6%",1,1,African American
-73.9,40.8,5.1,"Bronx County, NY, Asian 5.1%",3,3,Asian
-73.9,40.8,3.3,"Bronx County, NY, Hispanic 3.3%",4,4,Hispanic
-75.8,42.2,17.4,"Broome County, NY, White 17.4%",0,0,White
-75.8,42.2,12.5,"Broome County, NY, African American 12.5%",1,1,African American
-78.7,42.2,19.8,"Cattaraugus County, NY, White 19.8%",0,0,White
-78.7,42.2,21.9,"Cattaraugus County, NY, Native American 21.9%",2,2,Native American
-76.6,43.0,17.9,"Cayuga County, NY, White 17.9%",0,0,White
-79.4,42.3,18.6,"Chautauqua County, NY, White 18.6%",0,0,White
-79.4,42.3,0.0,"Chautauqua County, NY, African American 0%",1,1,African American
-79.4,42.3,8.3,"Chautauqua County, NY, Native American 8.3%",2,2,Native American
-79.4,42.3,16.7,"Chautauqua County, NY, Hispanic 16.7%",4,4,Hispanic
-76.7,42.2,17.5,"Chemung County, NY, White 17.5%",0,0,White
-76.7,42.2,12.1,"Chemung County, NY, African American 12.1%",1,1,African American
-75.6,42.5,22.4,"Chenango County, NY, White 22.4%",0,0,White
-73.7,44.8,21.4,"Clinton County, NY, White 21.4%",0,0,White
-73.6,42.2,22.3,"Columbia County, NY, White 22.3%",0,0,White
-73.6,42.2,0.0,"Columbia County, NY, African American 0%",1,1,African American
-76.1,42.6,26.6,"Cortland County, NY, White 26.6%",0,0,White
-75.0,42.2,25.7,"Delaware County, NY, White 25.7%",0,0,White
-73.7,41.8,12.0,"Dutchess County, NY, White 12%",0,0,White
-73.7,41.8,6.9,"Dutchess County, NY, African American 6.9%",1,1,African American
-73.7,41.8,20.0,"Dutchess County, NY, Asian 20%",3,3,Asian
-73.7,41.8,5.3,"Dutchess County, NY, Hispanic 5.3%",4,4,Hispanic
-78.8,42.8,19.1,"Erie County, NY, White 19.1%",0,0,White
-78.8,42.8,8.4,"Erie County, NY, African American 8.4%",1,1,African American
-78.8,42.8,13.0,"Erie County, NY, Native American 13%",2,2,Native American
-78.8,42.8,7.1,"Erie County, NY, Asian 7.1%",3,3,Asian
-78.8,42.8,15.9,"Erie County, NY, Hispanic 15.9%",4,4,Hispanic
-73.8,44.1,12.9,"Essex County, NY, White 12.9%",0,0,White
-74.3,44.6,20.5,"Franklin County, NY, White 20.5%",0,0,White
-74.3,44.6,0.0,"Franklin County, NY, Native American 0%",2,2,Native American
-74.4,43.1,15.9,"Fulton County, NY, White 15.9%",0,0,White
-78.2,43.0,26.3,"Genesee County, NY, White 26.3%",0,0,White
-74.1,42.3,13.5,"Greene County, NY, White 13.5%",0,0,White
-74.1,42.3,10.0,"Greene County, NY, African American 10%",1,1,African American
-74.5,43.7,20.0,"Hamilton County, NY, White 20%",0,0,White
-74.9,43.5,13.8,"Herkimer County, NY, White 13.8%",0,0,White
-76.1,44.0,30.4,"Jefferson County, NY, White 30.4%",0,0,White
-74.0,40.6,3.9,"Kings County, NY, White 3.9%",0,0,White
-74.0,40.6,1.1,"Kings County, NY, African American 1.1%",1,1,African American
-74.0,40.6,0.0,"Kings County, NY, Native American 0%",2,2,Native American
-74.0,40.6,2.3,"Kings County, NY, Asian 2.3%",3,3,Asian
-74.0,40.6,1.7,"Kings County, NY, Hispanic 1.7%",4,4,Hispanic
-75.4,43.8,28.3,"Lewis County, NY, White 28.3%",0,0,White
-77.8,42.7,28.2,"Livingston County, NY, White 28.2%",0,0,White
-75.7,42.9,20.7,"Madison County, NY, White 20.7%",0,0,White
-77.7,43.5,28.5,"Monroe County, NY, White 28.5%",0,0,White
-77.7,43.5,16.7,"Monroe County, NY, African American 16.7%",1,1,African American
-77.7,43.5,14.3,"Monroe County, NY, Asian 14.3%",3,3,Asian
-77.7,43.5,17.0,"Monroe County, NY, Hispanic 17%",4,4,Hispanic
-74.4,42.9,17.4,"Montgomery County, NY, White 17.4%",0,0,White
-74.4,42.9,14.3,"Montgomery County, NY, Hispanic 14.3%",4,4,Hispanic
-73.6,40.7,13.3,"Nassau County, NY, White 13.3%",0,0,White
-73.6,40.7,3.9,"Nassau County, NY, African American 3.9%",1,1,African American
-73.6,40.7,2.7,"Nassau County, NY, Asian 2.7%",3,3,Asian
-73.6,40.7,8.2,"Nassau County, NY, Hispanic 8.2%",4,4,Hispanic
-74.0,40.8,7.7,"New York County, NY, White 7.7%",0,0,White
-74.0,40.8,3.2,"New York County, NY, African American 3.2%",1,1,African American
-74.0,40.8,5.0,"New York County, NY, Asian 5%",3,3,Asian
-74.0,40.8,5.5,"New York County, NY, Hispanic 5.5%",4,4,Hispanic
-78.8,43.5,17.8,"Niagara County, NY, White 17.8%",0,0,White
-78.8,43.5,17.0,"Niagara County, NY, African American 17%",1,1,African American
-78.8,43.5,6.5,"Niagara County, NY, Native American 6.5%",2,2,Native American
-75.4,43.2,9.7,"Oneida County, NY, White 9.7%",0,0,White
-75.4,43.2,2.6,"Oneida County, NY, African American 2.6%",1,1,African American
-75.4,43.2,14.3,"Oneida County, NY, Hispanic 14.3%",4,4,Hispanic
-76.2,43.0,24.6,"Onondaga County, NY, White 24.6%",0,0,White
-76.2,43.0,12.5,"Onondaga County, NY, African American 12.5%",1,1,African American
-76.2,43.0,4.8,"Onondaga County, NY, Native American 4.8%",2,2,Native American
-76.2,43.0,0.0,"Onondaga County, NY, Asian 0%",3,3,Asian
-76.2,43.0,21.4,"Onondaga County, NY, Hispanic 21.4%",4,4,Hispanic
-77.3,42.9,35.1,"Ontario County, NY, White 35.1%",0,0,White
-74.3,41.4,10.5,"Orange County, NY, White 10.5%",0,0,White
-74.3,41.4,6.4,"Orange County, NY, African American 6.4%",1,1,African American
-74.3,41.4,5.4,"Orange County, NY, Hispanic 5.4%",4,4,Hispanic
-78.2,43.5,20.4,"Orleans County, NY, White 20.4%",0,0,White
-76.2,43.5,26.1,"Oswego County, NY, White 26.1%",0,0,White
-75.0,42.6,25.5,"Otsego County, NY, White 25.5%",0,0,White
-73.7,41.4,17.5,"Putnam County, NY, White 17.5%",0,0,White
-73.7,41.4,10.0,"Putnam County, NY, Hispanic 10%",4,4,Hispanic
-73.8,40.7,6.4,"Queens County, NY, White 6.4%",0,0,White
-73.8,40.7,2.8,"Queens County, NY, African American 2.8%",1,1,African American
-73.8,40.7,0.0,"Queens County, NY, Native American 0%",2,2,Native American
-73.8,40.7,3.4,"Queens County, NY, Asian 3.4%",3,3,Asian
-73.8,40.7,3.7,"Queens County, NY, Hispanic 3.7%",4,4,Hispanic
-73.5,42.7,23.3,"Rensselaer County, NY, White 23.3%",0,0,White
-73.5,42.7,19.6,"Rensselaer County, NY, African American 19.6%",1,1,African American
-74.1,40.6,10.2,"Richmond County, NY, White 10.2%",0,0,White
-74.1,40.6,3.2,"Richmond County, NY, African American 3.2%",1,1,African American
-74.1,40.6,8.0,"Richmond County, NY, Asian 8%",3,3,Asian
-74.1,40.6,5.6,"Richmond County, NY, Hispanic 5.6%",4,4,Hispanic
-74.0,41.2,9.1,"Rockland County, NY, White 9.1%",0,0,White
-74.0,41.2,3.4,"Rockland County, NY, African American 3.4%",1,1,African American
-74.0,41.2,14.3,"Rockland County, NY, Asian 14.3%",3,3,Asian
-74.0,41.2,5.3,"Rockland County, NY, Hispanic 5.3%",4,4,Hispanic
-75.1,44.5,29.6,"St. Lawrence County, NY, White 29.6%",0,0,White
-73.9,43.1,25.3,"Saratoga County, NY, White 25.3%",0,0,White
-73.9,43.1,20.0,"Saratoga County, NY, African American 20%",1,1,African American
-74.0,42.8,17.8,"Schenectady County, NY, White 17.8%",0,0,White
-74.0,42.8,12.2,"Schenectady County, NY, African American 12.2%",1,1,African American
-74.0,42.8,6.7,"Schenectady County, NY, Hispanic 6.7%",4,4,Hispanic
-74.4,42.6,13.8,"Schoharie County, NY, White 13.8%",0,0,White
-76.9,42.4,13.3,"Schuyler County, NY, White 13.3%",0,0,White
-76.8,42.8,34.9,"Seneca County, NY, White 34.9%",0,0,White
-77.4,42.3,19.4,"Steuben County, NY, White 19.4%",0,0,White
-77.4,42.3,0.0,"Steuben County, NY, African American 0%",1,1,African American
-72.7,40.9,14.8,"Suffolk County, NY, White 14.8%",0,0,White
-72.7,40.9,7.3,"Suffolk County, NY, African American 7.3%",1,1,African American
-72.7,40.9,10.5,"Suffolk County, NY, Asian 10.5%",3,3,Asian
-72.7,40.9,8.2,"Suffolk County, NY, Hispanic 8.2%",4,4,Hispanic
-74.8,41.7,16.7,"Sullivan County, NY, White 16.7%",0,0,White
-74.8,41.7,8.3,"Sullivan County, NY, African American 8.3%",1,1,African American
-74.8,41.7,12.5,"Sullivan County, NY, Hispanic 12.5%",4,4,Hispanic
-76.3,42.2,22.3,"Tioga County, NY, White 22.3%",0,0,White
-76.5,42.5,28.9,"Tompkins County, NY, White 28.9%",0,0,White
-76.5,42.5,0.0,"Tompkins County, NY, African American 0%",1,1,African American
-74.3,41.9,15.2,"Ulster County, NY, White 15.2%",0,0,White
-74.3,41.9,7.1,"Ulster County, NY, African American 7.1%",1,1,African American
-74.3,41.9,13.6,"Ulster County, NY, Hispanic 13.6%",4,4,Hispanic
-73.8,43.6,18.0,"Warren County, NY, White 18%",0,0,White
-73.4,43.3,25.1,"Washington County, NY, White 25.1%",0,0,White
-77.1,43.5,31.0,"Wayne County, NY, White 31%",0,0,White
-77.1,43.5,23.5,"Wayne County, NY, African American 23.5%",1,1,African American
-73.7,41.2,10.3,"Westchester County, NY, White 10.3%",0,0,White
-73.7,41.2,3.2,"Westchester County, NY, African American 3.2%",1,1,African American
-73.7,41.2,7.3,"Westchester County, NY, Asian 7.3%",3,3,Asian
-73.7,41.2,10.1,"Westchester County, NY, Hispanic 10.1%",4,4,Hispanic
-78.2,42.7,28.6,"Wyoming County, NY, White 28.6%",0,0,White
-77.1,42.6,24.6,"Yates County, NY, White 24.6%",0,0,White
-79.4,36.0,23.0,"Alamance County, NC, White 23%",0,0,White
-79.4,36.0,14.3,"Alamance County, NC, African American 14.3%",1,1,African American
-81.2,35.9,19.7,"Alexander County, NC, White 19.7%",0,0,White
-81.2,35.9,31.3,"Alexander County, NC, African American 31.3%",1,1,African American
-81.1,36.5,18.8,"Alleghany County, NC, White 18.8%",0,0,White
-80.1,35.0,16.7,"Anson County, NC, White 16.7%",0,0,White
-80.1,35.0,6.4,"Anson County, NC, African American 6.4%",1,1,African American
-81.5,36.4,17.3,"Ashe County, NC, White 17.3%",0,0,White
-81.9,36.1,19.5,"Avery County, NC, White 19.5%",0,0,White
-76.8,35.5,21.6,"Beaufort County, NC, White 21.6%",0,0,White
-76.8,35.5,13.7,"Beaufort County, NC, African American 13.7%",1,1,African American
-77.0,36.1,5.3,"Bertie County, NC, White 5.3%",0,0,White
-77.0,36.1,13.5,"Bertie County, NC, African American 13.5%",1,1,African American
-78.5,34.6,16.0,"Bladen County, NC, White 16%",0,0,White
-78.5,34.6,9.8,"Bladen County, NC, African American 9.8%",1,1,African American
-78.2,34.0,24.0,"Brunswick County, NC, White 24%",0,0,White
-78.2,34.0,14.3,"Brunswick County, NC, African American 14.3%",1,1,African American
-82.5,35.6,20.9,"Buncombe County, NC, White 20.9%",0,0,White
-82.5,35.6,12.2,"Buncombe County, NC, African American 12.2%",1,1,African American
-81.7,35.7,16.1,"Burke County, NC, White 16.1%",0,0,White
-81.7,35.7,6.0,"Burke County, NC, African American 6%",1,1,African American
-80.6,35.4,14.6,"Cabarrus County, NC, White 14.6%",0,0,White
-80.6,35.4,12.7,"Cabarrus County, NC, African American 12.7%",1,1,African American
-81.5,36.0,21.4,"Caldwell County, NC, White 21.4%",0,0,White
-81.5,36.0,18.4,"Caldwell County, NC, African American 18.4%",1,1,African American
-76.2,36.3,16.7,"Camden County, NC, White 16.7%",0,0,White
-76.2,36.3,5.6,"Camden County, NC, African American 5.6%",1,1,African American
-76.5,34.9,21.0,"Carteret County, NC, White 21%",0,0,White
-76.5,34.9,6.5,"Carteret County, NC, African American 6.5%",1,1,African American
-79.3,36.4,16.7,"Caswell County, NC, White 16.7%",0,0,White
-79.3,36.4,25.8,"Caswell County, NC, African American 25.8%",1,1,African American
-81.2,35.7,11.8,"Catawba County, NC, White 11.8%",0,0,White
-81.2,35.7,11.8,"Catawba County, NC, African American 11.8%",1,1,African American
-81.2,35.7,20.0,"Catawba County, NC, Asian 20%",3,3,Asian
-81.2,35.7,0.0,"Catawba County, NC, Hispanic 0%",4,4,Hispanic
-79.3,35.7,24.1,"Chatham County, NC, White 24.1%",0,0,White
-79.3,35.7,9.7,"Chatham County, NC, African American 9.7%",1,1,African American
-84.1,35.1,33.3,"Cherokee County, NC, White 33.3%",0,0,White
-76.6,36.1,11.1,"Chowan County, NC, White 11.1%",0,0,White
-76.6,36.1,6.6,"Chowan County, NC, African American 6.6%",1,1,African American
-83.8,35.1,18.8,"Clay County, NC, White 18.8%",0,0,White
-81.6,35.3,28.2,"Cleveland County, NC, White 28.2%",0,0,White
-81.6,35.3,17.4,"Cleveland County, NC, African American 17.4%",1,1,African American
-78.6,34.3,14.4,"Columbus County, NC, White 14.4%",0,0,White
-78.6,34.3,11.0,"Columbus County, NC, African American 11%",1,1,African American
-77.1,35.1,18.9,"Craven County, NC, White 18.9%",0,0,White
-77.1,35.1,8.7,"Craven County, NC, African American 8.7%",1,1,African American
-78.8,35.1,9.0,"Cumberland County, NC, White 9%",0,0,White
-78.8,35.1,3.7,"Cumberland County, NC, African American 3.7%",1,1,African American
-78.8,35.1,7.7,"Cumberland County, NC, Native American 7.7%",2,2,Native American
-78.8,35.1,0.0,"Cumberland County, NC, Asian 0%",3,3,Asian
-78.8,35.1,14.3,"Cumberland County, NC, Hispanic 14.3%",4,4,Hispanic
-75.9,36.4,16.7,"Currituck County, NC, White 16.7%",0,0,White
-75.9,36.4,12.5,"Currituck County, NC, African American 12.5%",1,1,African American
-75.8,35.6,25.0,"Dare County, NC, White 25%",0,0,White
-80.2,35.8,17.3,"Davidson County, NC, White 17.3%",0,0,White
-80.2,35.8,10.7,"Davidson County, NC, African American 10.7%",1,1,African American
-80.5,35.9,25.3,"Davie County, NC, White 25.3%",0,0,White
-80.5,35.9,26.3,"Davie County, NC, African American 26.3%",1,1,African American
-77.9,34.9,10.2,"Duplin County, NC, White 10.2%",0,0,White
-77.9,34.9,4.1,"Duplin County, NC, African American 4.1%",1,1,African American
-78.9,36.0,23.1,"Durham County, NC, White 23.1%",0,0,White
-78.9,36.0,12.6,"Durham County, NC, African American 12.6%",1,1,African American
-78.9,36.0,36.4,"Durham County, NC, Hispanic 36.4%",4,4,Hispanic
-77.6,35.9,13.3,"Edgecombe County, NC, White 13.3%",0,0,White
-77.6,35.9,8.9,"Edgecombe County, NC, African American 8.9%",1,1,African American
-80.3,36.1,26.5,"Forsyth County, NC, White 26.5%",0,0,White
-80.3,36.1,13.0,"Forsyth County, NC, African American 13%",1,1,African American
-80.3,36.1,10.5,"Forsyth County, NC, Hispanic 10.5%",4,4,Hispanic
-78.3,36.1,17.5,"Franklin County, NC, White 17.5%",0,0,White
-78.3,36.1,12.2,"Franklin County, NC, African American 12.2%",1,1,African American
-81.2,35.3,21.6,"Gaston County, NC, White 21.6%",0,0,White
-81.2,35.3,16.7,"Gaston County, NC, African American 16.7%",1,1,African American
-76.7,36.4,18.2,"Gates County, NC, White 18.2%",0,0,White
-76.7,36.4,5.7,"Gates County, NC, African American 5.7%",1,1,African American
-83.8,35.3,35.3,"Graham County, NC, White 35.3%",0,0,White
-83.8,35.3,18.2,"Graham County, NC, Native American 18.2%",2,2,Native American
-78.7,36.3,16.1,"Granville County, NC, White 16.1%",0,0,White
-78.7,36.3,17.4,"Granville County, NC, African American 17.4%",1,1,African American
-77.7,35.5,8.3,"Greene County, NC, White 8.3%",0,0,White
-77.7,35.5,13.6,"Greene County, NC, African American 13.6%",1,1,African American
-79.8,36.1,29.8,"Guilford County, NC, White 29.8%",0,0,White
-79.8,36.1,14.6,"Guilford County, NC, African American 14.6%",1,1,African American
-79.8,36.1,7.7,"Guilford County, NC, Asian 7.7%",3,3,Asian
-79.8,36.1,18.8,"Guilford County, NC, Hispanic 18.8%",4,4,Hispanic
-77.6,36.3,7.8,"Halifax County, NC, White 7.8%",0,0,White
-77.6,36.3,8.8,"Halifax County, NC, African American 8.8%",1,1,African American
-78.9,35.4,18.7,"Harnett County, NC, White 18.7%",0,0,White
-78.9,35.4,8.1,"Harnett County, NC, African American 8.1%",1,1,African American
-83.0,35.6,20.0,"Haywood County, NC, White 20%",0,0,White
-82.5,35.3,29.7,"Henderson County, NC, White 29.7%",0,0,White
-82.5,35.3,35.1,"Henderson County, NC, African American 35.1%",1,1,African American
-77.0,36.4,20.8,"Hertford County, NC, White 20.8%",0,0,White
-77.0,36.4,12.4,"Hertford County, NC, African American 12.4%",1,1,African American
-79.2,35.0,23.3,"Hoke County, NC, White 23.3%",0,0,White
-79.2,35.0,4.5,"Hoke County, NC, African American 4.5%",1,1,African American
-76.2,35.4,12.5,"Hyde County, NC, African American 12.5%",1,1,African American
-80.9,35.8,16.2,"Iredell County, NC, White 16.2%",0,0,White
-80.9,35.8,5.9,"Iredell County, NC, African American 5.9%",1,1,African American
-83.1,35.3,25.9,"Jackson County, NC, White 25.9%",0,0,White
-78.4,35.5,14.8,"Johnston County, NC, White 14.8%",0,0,White
-78.4,35.5,12.2,"Johnston County, NC, African American 12.2%",1,1,African American
-77.4,35.0,4.0,"Jones County, NC, White 4%",0,0,White
-77.4,35.0,11.9,"Jones County, NC, African American 11.9%",1,1,African American
-79.2,35.5,12.0,"Lee County, NC, White 12%",0,0,White
-79.2,35.5,6.7,"Lee County, NC, African American 6.7%",1,1,African American
-77.6,35.2,13.3,"Lenoir County, NC, White 13.3%",0,0,White
-77.6,35.2,10.8,"Lenoir County, NC, African American 10.8%",1,1,African American
-81.2,35.5,19.2,"Lincoln County, NC, White 19.2%",0,0,White
-81.2,35.5,6.7,"Lincoln County, NC, African American 6.7%",1,1,African American
-82.0,35.7,18.1,"McDowell County, NC, White 18.1%",0,0,White
-82.0,35.7,0.0,"McDowell County, NC, African American 0%",1,1,African American
-83.4,35.2,32.1,"Macon County, NC, White 32.1%",0,0,White
-82.7,35.9,19.4,"Madison County, NC, White 19.4%",0,0,White
-77.1,35.8,17.2,"Martin County, NC, White 17.2%",0,0,White
-77.1,35.8,4.8,"Martin County, NC, African American 4.8%",1,1,African American
-80.8,35.2,15.8,"Mecklenburg County, NC, White 15.8%",0,0,White
-80.8,35.2,13.2,"Mecklenburg County, NC, African American 13.2%",1,1,African American
-80.8,35.2,13.6,"Mecklenburg County, NC, Asian 13.6%",3,3,Asian
-80.8,35.2,9.8,"Mecklenburg County, NC, Hispanic 9.8%",4,4,Hispanic
-82.2,36.0,16.1,"Mitchell County, NC, White 16.1%",0,0,White
-79.9,35.3,18.4,"Montgomery County, NC, White 18.4%",0,0,White
-79.9,35.3,7.7,"Montgomery County, NC, African American 7.7%",1,1,African American
-79.5,35.3,18.9,"Moore County, NC, White 18.9%",0,0,White
-79.5,35.3,6.4,"Moore County, NC, African American 6.4%",1,1,African American
-78.0,36.0,13.4,"Nash County, NC, White 13.4%",0,0,White
-78.0,36.0,9.3,"Nash County, NC, African American 9.3%",1,1,African American
-77.9,34.2,24.8,"New Hanover County, NC, White 24.8%",0,0,White
-77.9,34.2,21.1,"New Hanover County, NC, African American 21.1%",1,1,African American
-77.4,36.4,11.5,"Northampton County, NC, White 11.5%",0,0,White
-77.4,36.4,11.5,"Northampton County, NC, African American 11.5%",1,1,African American
-77.5,34.8,21.2,"Onslow County, NC, White 21.2%",0,0,White
-77.5,34.8,7.3,"Onslow County, NC, African American 7.3%",1,1,African American
-79.1,36.1,30.3,"Orange County, NC, White 30.3%",0,0,White
-79.1,36.1,14.7,"Orange County, NC, African American 14.7%",1,1,African American
-76.7,35.1,21.1,"Pamlico County, NC, White 21.1%",0,0,White
-76.7,35.1,14.3,"Pamlico County, NC, African American 14.3%",1,1,African American
-76.3,36.3,10.4,"Pasquotank County, NC, White 10.4%",0,0,White
-76.3,36.3,12.0,"Pasquotank County, NC, African American 12%",1,1,African American
-77.9,34.5,40.7,"Pender County, NC, White 40.7%",0,0,White
-77.9,34.5,14.6,"Pender County, NC, African American 14.6%",1,1,African American
-76.4,36.2,25.9,"Perquimans County, NC, White 25.9%",0,0,White
-76.4,36.2,11.8,"Perquimans County, NC, African American 11.8%",1,1,African American
-79.0,36.4,41.4,"Person County, NC, White 41.4%",0,0,White
-79.0,36.4,10.3,"Person County, NC, African American 10.3%",1,1,African American
-77.4,35.6,17.5,"Pitt County, NC, White 17.5%",0,0,White
-77.4,35.6,10.7,"Pitt County, NC, African American 10.7%",1,1,African American
-82.2,35.3,25.0,"Polk County, NC, White 25%",0,0,White
-79.8,35.7,16.7,"Randolph County, NC, White 16.7%",0,0,White
-79.8,35.7,19.7,"Randolph County, NC, African American 19.7%",1,1,African American
-79.7,35.0,20.7,"Richmond County, NC, White 20.7%",0,0,White
-79.7,35.0,10.4,"Richmond County, NC, African American 10.4%",1,1,African American
-79.1,34.6,13.0,"Robeson County, NC, White 13%",0,0,White
-79.1,34.6,6.0,"Robeson County, NC, African American 6%",1,1,African American
-79.1,34.6,12.4,"Robeson County, NC, Native American 12.4%",2,2,Native American
-79.8,36.4,16.0,"Rockingham County, NC, White 16%",0,0,White
-79.8,36.4,10.2,"Rockingham County, NC, African American 10.2%",1,1,African American
-80.5,35.6,14.6,"Rowan County, NC, White 14.6%",0,0,White
-80.5,35.6,12.5,"Rowan County, NC, African American 12.5%",1,1,African American
-81.9,35.4,21.9,"Rutherford County, NC, White 21.9%",0,0,White
-81.9,35.4,12.2,"Rutherford County, NC, African American 12.2%",1,1,African American
-78.4,35.0,9.6,"Sampson County, NC, White 9.6%",0,0,White
-78.4,35.0,7.7,"Sampson County, NC, African American 7.7%",1,1,African American
-79.5,34.8,22.6,"Scotland County, NC, White 22.6%",0,0,White
-79.5,34.8,15.0,"Scotland County, NC, African American 15%",1,1,African American
-80.3,35.3,20.3,"Stanly County, NC, White 20.3%",0,0,White
-80.3,35.3,19.6,"Stanly County, NC, African American 19.6%",1,1,African American
-80.2,36.4,15.1,"Stokes County, NC, White 15.1%",0,0,White
-80.2,36.4,0.0,"Stokes County, NC, African American 0%",1,1,African American
-80.7,36.4,21.8,"Surry County, NC, White 21.8%",0,0,White
-80.7,36.4,14.8,"Surry County, NC, African American 14.8%",1,1,African American
-83.5,35.6,33.3,"Swain County, NC, White 33.3%",0,0,White
-83.5,35.6,15.9,"Swain County, NC, Native American 15.9%",2,2,Native American
-82.8,35.2,40.4,"Transylvania County, NC, White 40.4%",0,0,White
-76.2,35.9,9.1,"Tyrrell County, NC, African American 9.1%",1,1,African American
-80.5,35.0,26.7,"Union County, NC, White 26.7%",0,0,White
-80.5,35.0,22.6,"Union County, NC, African American 22.6%",1,1,African American
-78.4,36.4,20.4,"Vance County, NC, White 20.4%",0,0,White
-78.4,36.4,14.7,"Vance County, NC, African American 14.7%",1,1,African American
-78.7,35.8,20.4,"Wake County, NC, White 20.4%",0,0,White
-78.7,35.8,9.6,"Wake County, NC, African American 9.6%",1,1,African American
-78.7,35.8,17.6,"Wake County, NC, Asian 17.6%",3,3,Asian
-78.7,35.8,0.0,"Wake County, NC, Hispanic 0%",4,4,Hispanic
-78.1,36.4,26.3,"Warren County, NC, White 26.3%",0,0,White
-78.1,36.4,8.0,"Warren County, NC, African American 8%",1,1,African American
-76.6,35.8,8.0,"Washington County, NC, White 8%",0,0,White
-76.6,35.8,10.3,"Washington County, NC, African American 10.3%",1,1,African American
-81.7,36.2,15.9,"Watauga County, NC, White 15.9%",0,0,White
-78.0,35.4,10.3,"Wayne County, NC, White 10.3%",0,0,White
-78.0,35.4,5.5,"Wayne County, NC, African American 5.5%",1,1,African American
-78.0,35.4,0.0,"Wayne County, NC, Hispanic 0%",4,4,Hispanic
-81.2,36.2,19.0,"Wilkes County, NC, White 19%",0,0,White
-81.2,36.2,4.2,"Wilkes County, NC, African American 4.2%",1,1,African American
-77.9,35.7,12.6,"Wilson County, NC, White 12.6%",0,0,White
-77.9,35.7,7.0,"Wilson County, NC, African American 7%",1,1,African American
-80.7,36.2,17.0,"Yadkin County, NC, White 17%",0,0,White
-80.7,36.2,15.4,"Yadkin County, NC, African American 15.4%",1,1,African American
-82.3,35.9,20.0,"Yancey County, NC, White 20%",0,0,White
-98.1,46.9,28.0,"Barnes County, ND, White 28%",0,0,White
-99.4,48.1,14.3,"Benson County, ND, White 14.3%",0,0,White
-99.4,48.1,16.1,"Benson County, ND, Native American 16.1%",2,2,Native American
-100.8,48.8,5.0,"Bottineau County, ND, White 5%",0,0,White
-100.5,47.0,32.4,"Burleigh County, ND, White 32.4%",0,0,White
-100.5,47.0,17.6,"Burleigh County, ND, Native American 17.6%",2,2,Native American
-97.3,46.9,25.8,"Cass County, ND, White 25.8%",0,0,White
-98.5,48.8,33.3,"Cavalier County, ND, White 33.3%",0,0,White
-98.5,46.1,37.5,"Dickey County, ND, White 37.5%",0,0,White
-100.2,46.3,7.1,"Emmons County, ND, White 7.1%",0,0,White
-97.5,47.9,29.7,"Grand Forks County, ND, White 29.7%",0,0,White
