aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,oam
0.77,0.57,1.04,0.089,0.0895,2,2,1,14,1,"Medicare primary, other",O1A2M2
0.54,0.46,0.62,<0.001,0,3,2,1,14,1,"Medicare primary, other",O1A2M3
0.54,0.47,0.62,<0.001,0,4,2,1,14,1,"Medicare primary, other",O1A2M4
0.6,0.54,0.66,<0.001,0,0,3,1,14,1,"Medicare primary, other",O1A3M0
0.52,0.45,0.59,<0.001,0,1,3,1,14,1,"Medicare primary, other",O1A3M1
0.69,0.5,0.95,0.022,0.0217,2,3,1,14,1,"Medicare primary, other",O1A3M2
0.62,0.53,0.74,<0.001,0,3,3,1,14,1,"Medicare primary, other",O1A3M3
0.72,0.62,0.84,<0.001,0,4,3,1,14,1,"Medicare primary, other",O1A3M4
0.47,0.43,0.51,<0.001,0,0,1,2,14,1,"Medicare secondary, EGHP",O1A1M0
0.39,0.35,0.44,<0.001,0,1,1,2,14,1,"Medicare secondary, EGHP",O1A1M1
0.96,0.66,1.4,0.832,0.8322,2,1,2,14,1,"Medicare secondary, EGHP",O1A1M2
0.45,0.34,0.59,<0.001,0,3,1,2,14,1,"Medicare secondary, EGHP",O1A1M3
0.68,0.58,0.79,<0.001,0,4,1,2,14,1,"Medicare secondary, EGHP",O1A1M4
0.49,0.45,0.53,<0.001,0,0,2,2,14,1,"Medicare secondary, EGHP",O1A2M0
0.41,0.37,0.46,<0.001,0,1,2,2,14,1,"Medicare secondary, EGHP",O1A2M1
0.99,0.68,1.45,0.959,0.9593,2,2,2,14,1,"Medicare secondary, EGHP",O1A2M2
0.45,0.34,0.59,<0.001,0,3,2,2,14,1,"Medicare secondary, EGHP",O1A2M3
0.7,0.61,0.82,<0.001,0,4,2,2,14,1,"Medicare secondary, EGHP",O1A2M4
0.53,0.48,0.58,<0.001,0,0,3,2,14,1,"Medicare secondary, EGHP",O1A3M0
0.45,0.4,0.5,<0.001,0,1,3,2,14,1,"Medicare secondary, EGHP",O1A3M1
0.99,0.67,1.46,0.964,0.9642,2,3,2,14,1,"Medicare secondary, EGHP",O1A3M2
0.46,0.34,0.61,<0.001,0,3,3,2,14,1,"Medicare secondary, EGHP",O1A3M3
0.77,0.65,0.9,<0.001,0.001,4,3,2,14,1,"Medicare secondary, EGHP",O1A3M4
0.57,0.48,0.67,<0.001,0,0,1,3,14,1,"Medicare secondary, non-EGHP",O1A1M0
0.52,0.43,0.63,<0.001,0,1,1,3,14,1,"Medicare secondary, non-EGHP",O1A1M1
0.73,0.34,1.57,0.424,0.4241,2,1,3,14,1,"Medicare secondary, non-EGHP",O1A1M2
0.62,0.29,1.32,0.216,0.2163,3,1,3,14,1,"Medicare secondary, non-EGHP",O1A1M3
0.76,0.56,1.03,0.081,0.081,4,1,3,14,1,"Medicare secondary, non-EGHP",O1A1M4
0.67,0.56,0.8,<0.001,0,0,2,3,14,1,"Medicare secondary, non-EGHP",O1A2M0
0.61,0.5,0.75,<0.001,0,1,2,3,14,1,"Medicare secondary, non-EGHP",O1A2M1
0.95,0.44,2.06,0.902,0.9018,2,2,3,14,1,"Medicare secondary, non-EGHP",O1A2M2
0.66,0.31,1.42,0.288,0.288,3,2,3,14,1,"Medicare secondary, non-EGHP",O1A2M3
0.9,0.65,1.23,0.505,0.5046,4,2,3,14,1,"Medicare secondary, non-EGHP",O1A2M4
0.73,0.6,0.89,0.002,0.0016,0,3,3,14,1,"Medicare secondary, non-EGHP",O1A3M0
0.65,0.52,0.81,<0.001,1.00E-04,1,3,3,14,1,"Medicare secondary, non-EGHP",O1A3M1
0.92,0.39,2.13,0.838,0.8381,2,3,3,14,1,"Medicare secondary, non-EGHP",O1A3M2
0.87,0.39,1.92,0.723,0.7234,3,3,3,14,1,"Medicare secondary, non-EGHP",O1A3M3
1.04,0.73,1.48,0.819,0.8193,4,3,3,14,1,"Medicare secondary, non-EGHP",O1A3M4
0.48,0.47,0.5,<0.001,0,0,1,4,14,1,HMO insurance,O1A1M0
0.41,0.39,0.43,<0.001,0,1,1,4,14,1,HMO insurance,O1A1M1
0.59,0.42,0.84,0.003,0.003,2,1,4,14,1,HMO insurance,O1A1M2
0.51,0.47,0.56,<0.001,0,3,1,4,14,1,HMO insurance,O1A1M3
0.58,0.55,0.61,<0.001,0,4,1,4,14,1,HMO insurance,O1A1M4
0.51,0.49,0.53,<0.001,0,0,2,4,14,1,HMO insurance,O1A2M0
0.44,0.42,0.46,<0.001,0,1,2,4,14,1,HMO insurance,O1A2M1
0.68,0.48,0.96,0.029,0.0294,2,2,4,14,1,HMO insurance,O1A2M2
0.52,0.48,0.57,<0.001,0,3,2,4,14,1,HMO insurance,O1A2M3
0.62,0.59,0.65,<0.001,0,4,2,4,14,1,HMO insurance,O1A2M4
0.57,0.55,0.59,<0.001,0,0,3,4,14,1,HMO insurance,O1A3M0
0.49,0.47,0.52,<0.001,0,1,3,4,14,1,HMO insurance,O1A3M1
0.62,0.44,0.89,0.008,0.0084,2,3,4,14,1,HMO insurance,O1A3M2
0.49,0.45,0.54,<0.001,0,3,3,4,14,1,HMO insurance,O1A3M3
0.73,0.7,0.78,<0.001,0,4,3,4,14,1,HMO insurance,O1A3M4
0.46,0.34,0.62,<0.001,0,0,1,5,14,1,90-day wait for Medicare,O1A1M0
0.39,0.27,0.56,<0.001,0,1,1,5,14,1,90-day wait for Medicare,O1A1M1
2.06,0.64,6.67,0.225,0.2254,2,1,5,14,1,90-day wait for Medicare,O1A1M2
0.61,0.24,1.58,0.311,0.3114,3,1,5,14,1,90-day wait for Medicare,O1A1M3
0.51,0.31,0.82,0.006,0.0058,4,1,5,14,1,90-day wait for Medicare,O1A1M4
0.46,0.34,0.63,<0.001,0,0,2,5,14,1,90-day wait for Medicare,O1A2M0
0.4,0.28,0.58,<0.001,0,1,2,5,14,1,90-day wait for Medicare,O1A2M1
2.08,0.64,6.74,0.22,0.22,2,2,5,14,1,90-day wait for Medicare,O1A2M2
0.65,0.25,1.69,0.378,0.3778,3,2,5,14,1,90-day wait for Medicare,O1A2M3
0.51,0.31,0.82,0.005,0.0055,4,2,5,14,1,90-day wait for Medicare,O1A2M4
0.62,0.44,0.87,0.005,0.0054,0,3,5,14,1,90-day wait for Medicare,O1A3M0
0.5,0.33,0.74,<0.001,6.00E-04,1,3,5,14,1,90-day wait for Medicare,O1A3M1
2.74,0.82,9.14,0.102,0.1015,2,3,5,14,1,90-day wait for Medicare,O1A3M2
0.88,0.33,2.4,0.809,0.809,3,3,5,14,1,90-day wait for Medicare,O1A3M3
0.78,0.46,1.33,0.363,0.3635,4,3,5,14,1,90-day wait for Medicare,O1A3M4
0.45,0.42,0.47,<0.001,0,0,1,6,14,1,Other insurance,O1A1M0
0.39,0.36,0.41,<0.001,0,1,1,6,14,1,Other insurance,O1A1M1
0.73,0.6,0.88,0.001,0.0013,2,1,6,14,1,Other insurance,O1A1M2
0.48,0.42,0.55,<0.001,0,3,1,6,14,1,Other insurance,O1A1M3
0.54,0.5,0.58,<0.001,0,4,1,6,14,1,Other insurance,O1A1M4
0.44,0.42,0.47,<0.001,0,0,2,6,14,1,Other insurance,O1A2M0
0.4,0.38,0.43,<0.001,0,1,2,6,14,1,Other insurance,O1A2M1
0.74,0.61,0.9,0.003,0.003,2,2,6,14,1,Other insurance,O1A2M2
0.42,0.37,0.49,<0.001,0,3,2,6,14,1,Other insurance,O1A2M3
0.51,0.47,0.55,<0.001,0,4,2,6,14,1,Other insurance,O1A2M4
0.56,0.53,0.6,<0.001,0,0,3,6,14,1,Other insurance,O1A3M0
0.5,0.46,0.54,<0.001,0,1,3,6,14,1,Other insurance,O1A3M1
0.79,0.63,0.99,0.043,0.0434,2,3,6,14,1,Other insurance,O1A3M2
0.51,0.43,0.6,<0.001,0,3,3,6,14,1,Other insurance,O1A3M3
0.72,0.66,0.8,<0.001,0,4,3,6,14,1,Other insurance,O1A3M4
0.43,0.43,0.44,<0.001,0,0,1,0,2,2,2000-05,O2A1M0
0.38,0.37,0.39,<0.001,0,1,1,0,2,2,2000-05,O2A1M1
0.69,0.65,0.74,<0.001,0,2,1,0,2,2,2000-05,O2A1M2
0.5,0.48,0.52,<0.001,0,3,1,0,2,2,2000-05,O2A1M3
0.54,0.52,0.55,<0.001,0,4,1,0,2,2,2000-05,O2A1M4
0.47,0.47,0.48,<0.001,0,0,2,0,2,2,2000-05,O2A2M0
0.42,0.41,0.43,<0.001,0,1,2,0,2,2,2000-05,O2A2M1
0.8,0.75,0.86,<0.001,0,2,2,0,2,2,2000-05,O2A2M2
0.5,0.47,0.52,<0.001,0,3,2,0,2,2,2000-05,O2A2M3
0.58,0.56,0.59,<0.001,0,4,2,0,2,2,2000-05,O2A2M4
0.55,0.54,0.56,<0.001,0,0,3,0,2,2,2000-05,O2A3M0
0.49,0.48,0.5,<0.001,0,1,3,0,2,2,2000-05,O2A3M1
0.75,0.69,0.8,<0.001,0,2,3,0,2,2,2000-05,O2A3M2
0.54,0.51,0.57,<0.001,0,3,3,0,2,2,2000-05,O2A3M3
0.73,0.71,0.75,<0.001,0,4,3,0,2,2,2000-05,O2A3M4
0.44,0.43,0.45,<0.001,0,0,1,1,2,2,2006-12,O2A1M0
0.41,0.4,0.41,<0.001,0,1,1,1,2,2,2006-12,O2A1M1
0.65,0.61,0.69,<0.001,0,2,1,1,2,2,2006-12,O2A1M2
0.49,0.47,0.51,<0.001,0,3,1,1,2,2,2006-12,O2A1M3
0.48,0.47,0.5,<0.001,0,4,1,1,2,2,2006-12,O2A1M4
0.49,0.48,0.5,<0.001,0,0,2,1,2,2,2006-12,O2A2M0
0.46,0.45,0.47,<0.001,0,1,2,1,2,2,2006-12,O2A2M1
0.77,0.72,0.82,<0.001,0,2,2,1,2,2,2006-12,O2A2M2
0.49,0.47,0.51,<0.001,0,3,2,1,2,2,2006-12,O2A2M3
0.53,0.52,0.55,<0.001,0,4,2,1,2,2,2006-12,O2A2M4
0.58,0.57,0.59,<0.001,0,0,3,1,2,2,2006-12,O2A3M0
0.53,0.52,0.54,<0.001,0,1,3,1,2,2,2006-12,O2A3M1
0.74,0.69,0.79,<0.001,0,2,3,1,2,2,2006-12,O2A3M2
0.57,0.55,0.6,<0.001,0,3,3,1,2,2,2006-12,O2A3M3
0.7,0.68,0.72,<0.001,0,4,3,1,2,2,2006-12,O2A3M4
0.6,0.55,0.64,<0.001,0,0,1,0,3,2,Age 0-39,O2A1M0
0.54,0.5,0.59,<0.001,0,1,1,0,3,2,Age 0-39,O2A1M1
1.06,0.81,1.38,0.683,0.6827,2,1,0,3,2,Age 0-39,O2A1M2
0.64,0.49,0.84,0.001,0.0012,3,1,0,3,2,Age 0-39,O2A1M3
0.73,0.65,0.82,<0.001,0,4,1,0,3,2,Age 0-39,O2A1M4
0.59,0.55,0.63,<0.001,0,0,2,0,3,2,Age 0-39,O2A2M0
0.53,0.49,0.58,<0.001,0,1,2,0,3,2,Age 0-39,O2A2M1
1.04,0.8,1.37,0.754,0.7542,2,2,0,3,2,Age 0-39,O2A2M2
0.64,0.49,0.83,<0.001,0.001,3,2,0,3,2,Age 0-39,O2A2M3
0.73,0.65,0.81,<0.001,0,4,2,0,3,2,Age 0-39,O2A2M4
0.67,0.62,0.73,<0.001,0,0,3,0,3,2,Age 0-39,O2A3M0
0.59,0.54,0.65,<0.001,0,1,3,0,3,2,Age 0-39,O2A3M1
1.03,0.78,1.38,0.815,0.8149,2,3,0,3,2,Age 0-39,O2A3M2
0.75,0.56,1,0.053,0.0528,3,3,0,3,2,Age 0-39,O2A3M3
0.88,0.77,1.01,0.059,0.0595,4,3,0,3,2,Age 0-39,O2A3M4
0.52,0.51,0.53,<0.001,0,0,1,1,3,2,Age 40-64,O2A1M0
0.47,0.46,0.48,<0.001,0,1,1,1,3,2,Age 40-64,O2A1M1
0.87,0.81,0.94,<0.001,3.00E-04,2,1,1,3,2,Age 40-64,O2A1M2
0.55,0.51,0.59,<0.001,0,3,1,1,3,2,Age 40-64,O2A1M3
0.6,0.58,0.62,<0.001,0,4,1,1,3,2,Age 40-64,O2A1M4
0.51,0.5,0.52,<0.001,0,0,2,1,3,2,Age 40-64,O2A2M0
0.47,0.46,0.48,<0.001,0,1,2,1,3,2,Age 40-64,O2A2M1
0.85,0.79,0.92,<0.001,0,2,2,1,3,2,Age 40-64,O2A2M2
0.54,0.51,0.58,<0.001,0,3,2,1,3,2,Age 40-64,O2A2M3
0.6,0.58,0.62,<0.001,0,4,2,1,3,2,Age 40-64,O2A2M4
0.61,0.6,0.63,<0.001,0,0,3,1,3,2,Age 40-64,O2A3M0
0.55,0.53,0.56,<0.001,0,1,3,1,3,2,Age 40-64,O2A3M1
0.83,0.76,0.89,<0.001,0,2,3,1,3,2,Age 40-64,O2A3M2
0.62,0.58,0.67,<0.001,0,3,3,1,3,2,Age 40-64,O2A3M3
0.77,0.75,0.8,<0.001,0,4,3,1,3,2,Age 40-64,O2A3M4
0.49,0.48,0.5,<0.001,0,0,1,2,3,2,Age 65-79,O2A1M0
0.45,0.44,0.46,<0.001,0,1,1,2,3,2,Age 65-79,O2A1M1
0.77,0.72,0.83,<0.001,0,2,1,2,3,2,Age 65-79,O2A1M2
0.5,0.48,0.52,<0.001,0,3,1,2,3,2,Age 65-79,O2A1M3
0.56,0.54,0.57,<0.001,0,4,1,2,3,2,Age 65-79,O2A1M4
0.48,0.47,0.49,<0.001,0,0,2,2,3,2,Age 65-79,O2A2M0
0.44,0.43,0.45,<0.001,0,1,2,2,3,2,Age 65-79,O2A2M1
0.75,0.69,0.8,<0.001,0,2,2,2,3,2,Age 65-79,O2A2M2
0.49,0.47,0.52,<0.001,0,3,2,2,3,2,Age 65-79,O2A2M3
0.55,0.53,0.56,<0.001,0,4,2,2,3,2,Age 65-79,O2A2M4
0.57,0.56,0.58,<0.001,0,0,3,2,3,2,Age 65-79,O2A3M0
0.51,0.5,0.52,<0.001,0,1,3,2,3,2,Age 65-79,O2A3M1
0.72,0.66,0.77,<0.001,0,2,3,2,3,2,Age 65-79,O2A3M2
0.56,0.53,0.59,<0.001,0,3,3,2,3,2,Age 65-79,O2A3M3
0.71,0.69,0.73,<0.001,0,4,3,2,3,2,Age 65-79,O2A3M4
0.47,0.46,0.48,<0.001,0,0,1,3,3,2,Age 80+,O2A1M0
0.44,0.43,0.45,<0.001,0,1,1,3,3,2,Age 80+,O2A1M1
0.76,0.66,0.88,<0.001,1.00E-04,2,1,3,3,2,Age 80+,O2A1M2
0.47,0.44,0.5,<0.001,0,3,1,3,3,2,Age 80+,O2A1M3
0.52,0.51,0.54,<0.001,0,4,1,3,3,2,Age 80+,O2A1M4
0.45,0.44,0.46,<0.001,0,0,2,3,3,2,Age 80+,O2A2M0
0.42,0.41,0.43,<0.001,0,1,2,3,3,2,Age 80+,O2A2M1
0.72,0.63,0.83,<0.001,0,2,2,3,3,2,Age 80+,O2A2M2
0.46,0.44,0.49,<0.001,0,3,2,3,3,2,Age 80+,O2A2M3
0.51,0.5,0.53,<0.001,0,4,2,3,3,2,Age 80+,O2A2M4
0.52,0.51,0.54,<0.001,0,0,3,3,3,2,Age 80+,O2A3M0
0.48,0.47,0.49,<0.001,0,1,3,3,3,2,Age 80+,O2A3M1
0.68,0.58,0.78,<0.001,0,2,3,3,3,2,Age 80+,O2A3M2
0.52,0.49,0.55,<0.001,0,3,3,3,3,2,Age 80+,O2A3M3
0.65,0.62,0.67,<0.001,0,4,3,3,3,2,Age 80+,O2A3M4
0.43,0.42,0.44,<0.001,0,0,1,0,4,2,Male,O2A1M0
0.39,0.38,0.39,<0.001,0,1,1,0,4,2,Male,O2A1M1
0.64,0.59,0.69,<0.001,0,2,1,0,4,2,Male,O2A1M2
0.49,0.47,0.51,<0.001,0,3,1,0,4,2,Male,O2A1M3
0.5,0.49,0.51,<0.001,0,4,1,0,4,2,Male,O2A1M4
0.5,0.5,0.51,<0.001,0,0,2,0,4,2,Male,O2A2M0
0.47,0.46,0.47,<0.001,0,1,2,0,4,2,Male,O2A2M1
0.81,0.75,0.87,<0.001,0,2,2,0,4,2,Male,O2A2M2
0.5,0.48,0.52,<0.001,0,3,2,0,4,2,Male,O2A2M3
0.56,0.55,0.58,<0.001,0,4,2,0,4,2,Male,O2A2M4
0.59,0.58,0.6,<0.001,0,0,3,0,4,2,Male,O2A3M0
0.53,0.52,0.54,<0.001,0,1,3,0,4,2,Male,O2A3M1
0.76,0.71,0.82,<0.001,0,2,3,0,4,2,Male,O2A3M2
0.56,0.53,0.59,<0.001,0,3,3,0,4,2,Male,O2A3M3
0.72,0.7,0.74,<0.001,0,4,3,0,4,2,Male,O2A3M4
0.43,0.42,0.43,<0.001,0,0,1,1,4,2,Female,O2A1M0
0.38,0.38,0.39,<0.001,0,1,1,1,4,2,Female,O2A1M1
0.65,0.61,0.7,<0.001,0,2,1,1,4,2,Female,O2A1M2
0.49,0.47,0.51,<0.001,0,3,1,1,4,2,Female,O2A1M3
0.5,0.49,0.52,<0.001,0,4,1,1,4,2,Female,O2A1M4
0.47,0.46,0.47,<0.001,0,0,2,1,4,2,Female,O2A2M0
0.42,0.42,0.43,<0.001,0,1,2,1,4,2,Female,O2A2M1
0.77,0.72,0.82,<0.001,0,2,2,1,4,2,Female,O2A2M2
0.49,0.46,0.51,<0.001,0,3,2,1,4,2,Female,O2A2M3
0.55,0.53,0.56,<0.001,0,4,2,1,4,2,Female,O2A2M4
0.55,0.54,0.56,<0.001,0,0,3,1,4,2,Female,O2A3M0
0.49,0.48,0.5,<0.001,0,1,3,1,4,2,Female,O2A3M1
0.73,0.68,0.78,<0.001,0,2,3,1,4,2,Female,O2A3M2
0.55,0.53,0.58,<0.001,0,3,3,1,4,2,Female,O2A3M3
0.7,0.68,0.72,<0.001,0,4,3,1,4,2,Female,O2A3M4
0.34,0.33,0.35,<0.001,0,0,1,0,5,2,Northeast,O2A1M0
0.33,0.32,0.34,<0.001,0,1,1,0,5,2,Northeast,O2A1M1
0.52,0.4,0.68,<0.001,0,2,1,0,5,2,Northeast,O2A1M2
0.38,0.35,0.42,<0.001,0,3,1,0,5,2,Northeast,O2A1M3
0.37,0.35,0.39,<0.001,0,4,1,0,5,2,Northeast,O2A1M4
0.39,0.38,0.4,<0.001,0,0,2,0,5,2,Northeast,O2A2M0
0.38,0.37,0.39,<0.001,0,1,2,0,5,2,Northeast,O2A2M1
0.61,0.47,0.79,<0.001,2.00E-04,2,2,0,5,2,Northeast,O2A2M2
0.39,0.36,0.43,<0.001,0,3,2,0,5,2,Northeast,O2A2M3
0.43,0.4,0.45,<0.001,0,4,2,0,5,2,Northeast,O2A2M4
0.53,0.52,0.55,<0.001,0,0,3,0,5,2,Northeast,O2A3M0
0.52,0.5,0.53,<0.001,0,1,3,0,5,2,Northeast,O2A3M1
0.57,0.43,0.75,<0.001,1.00E-04,2,3,0,5,2,Northeast,O2A3M2
0.54,0.49,0.6,<0.001,0,3,3,0,5,2,Northeast,O2A3M3
0.6,0.56,0.64,<0.001,0,4,3,0,5,2,Northeast,O2A3M4
0.41,0.4,0.42,<0.001,0,0,1,1,5,2,Midwest,O2A1M0
0.37,0.36,0.38,<0.001,0,1,1,1,5,2,Midwest,O2A1M1
0.63,0.57,0.7,<0.001,0,2,1,1,5,2,Midwest,O2A1M2
0.57,0.52,0.64,<0.001,0,3,1,1,5,2,Midwest,O2A1M3
0.6,0.57,0.63,<0.001,0,4,1,1,5,2,Midwest,O2A1M4
0.47,0.45,0.48,<0.001,0,0,2,1,5,2,Midwest,O2A2M0
0.42,0.41,0.43,<0.001,0,1,2,1,5,2,Midwest,O2A2M1
0.78,0.7,0.86,<0.001,0,2,2,1,5,2,Midwest,O2A2M2
0.6,0.53,0.66,<0.001,0,3,2,1,5,2,Midwest,O2A2M3
0.66,0.63,0.7,<0.001,0,4,2,1,5,2,Midwest,O2A2M4
0.57,0.56,0.59,<0.001,0,0,3,1,5,2,Midwest,O2A3M0
0.52,0.5,0.53,<0.001,0,1,3,1,5,2,Midwest,O2A3M1
0.76,0.68,0.85,<0.001,0,2,3,1,5,2,Midwest,O2A3M2
0.76,0.68,0.85,<0.001,0,3,3,1,5,2,Midwest,O2A3M3
0.8,0.75,0.84,<0.001,0,4,3,1,5,2,Midwest,O2A3M4
0.5,0.49,0.5,<0.001,0,0,1,2,5,2,South,O2A1M0
0.45,0.44,0.46,<0.001,0,1,1,2,5,2,South,O2A1M1
0.61,0.56,0.67,<0.001,0,2,1,2,5,2,South,O2A1M2
0.55,0.51,0.6,<0.001,0,3,1,2,5,2,South,O2A1M3
0.69,0.67,0.71,<0.001,0,4,1,2,5,2,South,O2A1M4
0.54,0.53,0.55,<0.001,0,0,2,2,5,2,South,O2A2M0
0.49,0.48,0.5,<0.001,0,1,2,2,5,2,South,O2A2M1
0.71,0.64,0.78,<0.001,0,2,2,2,5,2,South,O2A2M2
0.56,0.51,0.61,<0.001,0,3,2,2,5,2,South,O2A2M3
0.73,0.71,0.75,<0.001,0,4,2,2,5,2,South,O2A2M4
0.57,0.56,0.58,<0.001,0,0,3,2,5,2,South,O2A3M0
0.52,0.51,0.53,<0.001,0,1,3,2,5,2,South,O2A3M1
0.73,0.66,0.81,<0.001,0,2,3,2,5,2,South,O2A3M2
0.61,0.56,0.67,<0.001,0,3,3,2,5,2,South,O2A3M3
0.77,0.75,0.8,<0.001,0,4,3,2,5,2,South,O2A3M4
0.48,0.47,0.5,<0.001,0,0,1,3,5,2,West,O2A1M0
0.38,0.36,0.4,<0.001,0,1,1,3,5,2,West,O2A1M1
0.68,0.63,0.73,<0.001,0,2,1,3,5,2,West,O2A1M2
0.49,0.47,0.51,<0.001,0,3,1,3,5,2,West,O2A1M3
0.52,0.5,0.53,<0.001,0,4,1,3,5,2,West,O2A1M4
0.51,0.5,0.53,<0.001,0,0,2,3,5,2,West,O2A2M0
0.42,0.4,0.44,<0.001,0,1,2,3,5,2,West,O2A2M1
0.78,0.73,0.84,<0.001,0,2,2,3,5,2,West,O2A2M2
0.47,0.46,0.49,<0.001,0,3,2,3,5,2,West,O2A2M3
0.56,0.54,0.57,<0.001,0,4,2,3,5,2,West,O2A2M4
0.62,0.6,0.64,<0.001,0,0,3,3,5,2,West,O2A3M0
0.56,0.53,0.58,<0.001,0,1,3,3,5,2,West,O2A3M1
0.71,0.66,0.77,<0.001,0,2,3,3,5,2,West,O2A3M2
0.55,0.52,0.57,<0.001,0,3,3,3,5,2,West,O2A3M3
0.68,0.66,0.7,<0.001,0,4,3,3,5,2,West,O2A3M4
0.45,0.44,0.45,<0.001,0,0,1,0,6,2,"Metro, 1 million+",O2A1M0
0.4,0.39,0.4,<0.001,0,1,1,0,6,2,"Metro, 1 million+",O2A1M1
0.61,0.54,0.69,<0.001,0,2,1,0,6,2,"Metro, 1 million+",O2A1M2
0.52,0.5,0.54,<0.001,0,3,1,0,6,2,"Metro, 1 million+",O2A1M3
0.56,0.54,0.57,<0.001,0,4,1,0,6,2,"Metro, 1 million+",O2A1M4
0.5,0.49,0.5,<0.001,0,0,2,0,6,2,"Metro, 1 million+",O2A2M0
0.45,0.44,0.46,<0.001,0,1,2,0,6,2,"Metro, 1 million+",O2A2M1
0.73,0.65,0.82,<0.001,0,2,2,0,6,2,"Metro, 1 million+",O2A2M2
0.51,0.49,0.53,<0.001,0,3,2,0,6,2,"Metro, 1 million+",O2A2M3
0.61,0.6,0.63,<0.001,0,4,2,0,6,2,"Metro, 1 million+",O2A2M4
0.55,0.54,0.56,<0.001,0,0,3,0,6,2,"Metro, 1 million+",O2A3M0
0.5,0.49,0.51,<0.001,0,1,3,0,6,2,"Metro, 1 million+",O2A3M1
0.73,0.65,0.82,<0.001,0,2,3,0,6,2,"Metro, 1 million+",O2A3M2
0.56,0.54,0.59,<0.001,0,3,3,0,6,2,"Metro, 1 million+",O2A3M3
0.69,0.67,0.71,<0.001,0,4,3,0,6,2,"Metro, 1 million+",O2A3M4
0.5,0.49,0.52,<0.001,0,0,1,1,6,2,"Metro, 0.25-0.99 million",O2A1M0
0.46,0.44,0.47,<0.001,0,1,1,1,6,2,"Metro, 0.25-0.99 million",O2A1M1
0.67,0.59,0.75,<0.001,0,2,1,1,6,2,"Metro, 0.25-0.99 million",O2A1M2
0.58,0.54,0.62,<0.001,0,3,1,1,6,2,"Metro, 0.25-0.99 million",O2A1M3
0.59,0.57,0.61,<0.001,0,4,1,1,6,2,"Metro, 0.25-0.99 million",O2A1M4
0.56,0.55,0.57,<0.001,0,0,2,1,6,2,"Metro, 0.25-0.99 million",O2A2M0
0.51,0.5,0.53,<0.001,0,1,2,1,6,2,"Metro, 0.25-0.99 million",O2A2M1
0.79,0.7,0.9,<0.001,2.00E-04,2,2,1,6,2,"Metro, 0.25-0.99 million",O2A2M2
0.58,0.55,0.62,<0.001,0,3,2,1,6,2,"Metro, 0.25-0.99 million",O2A2M3
0.64,0.61,0.66,<0.001,0,4,2,1,6,2,"Metro, 0.25-0.99 million",O2A2M4
0.58,0.56,0.59,<0.001,0,0,3,1,6,2,"Metro, 0.25-0.99 million",O2A3M0
0.54,0.52,0.56,<0.001,0,1,3,1,6,2,"Metro, 0.25-0.99 million",O2A3M1
0.78,0.69,0.89,<0.001,1.00E-04,2,3,1,6,2,"Metro, 0.25-0.99 million",O2A3M2
0.56,0.52,0.6,<0.001,0,3,3,1,6,2,"Metro, 0.25-0.99 million",O2A3M3
0.66,0.64,0.69,<0.001,0,4,3,1,6,2,"Metro, 0.25-0.99 million",O2A3M4
0.5,0.49,0.52,<0.001,0,0,1,2,6,2,"Metro, < 0.25 million",O2A1M0
0.43,0.41,0.44,<0.001,0,1,1,2,6,2,"Metro, < 0.25 million",O2A1M1
0.87,0.77,0.99,0.04,0.0403,2,1,2,6,2,"Metro, < 0.25 million",O2A1M2
0.76,0.65,0.88,<0.001,5.00E-04,3,1,2,6,2,"Metro, < 0.25 million",O2A1M3
0.67,0.64,0.71,<0.001,0,4,1,2,6,2,"Metro, < 0.25 million",O2A1M4
0.55,0.53,0.57,<0.001,0,0,2,2,6,2,"Metro, < 0.25 million",O2A2M0
0.47,0.45,0.49,<0.001,0,1,2,2,6,2,"Metro, < 0.25 million",O2A2M1
1,0.87,1.14,0.959,0.9595,2,2,2,6,2,"Metro, < 0.25 million",O2A2M2
0.79,0.67,0.92,0.003,0.0034,3,2,2,6,2,"Metro, < 0.25 million",O2A2M3
0.75,0.7,0.79,<0.001,0,4,2,2,6,2,"Metro, < 0.25 million",O2A2M4
0.6,0.58,0.62,<0.001,0,0,3,2,6,2,"Metro, < 0.25 million",O2A3M0
0.52,0.5,0.55,<0.001,0,1,3,2,6,2,"Metro, < 0.25 million",O2A3M1
0.92,0.8,1.05,0.215,0.2153,2,3,2,6,2,"Metro, < 0.25 million",O2A3M2
0.77,0.65,0.9,0.001,0.0013,3,3,2,6,2,"Metro, < 0.25 million",O2A3M3
0.75,0.71,0.8,<0.001,0,4,3,2,6,2,"Metro, < 0.25 million",O2A3M4
0.47,0.46,0.48,<0.001,0,0,1,3,6,2,Non-metro,O2A1M0
0.39,0.38,0.41,<0.001,0,1,1,3,6,2,Non-metro,O2A1M1
0.58,0.54,0.62,<0.001,0,2,1,3,6,2,Non-metro,O2A1M2
0.61,0.54,0.7,<0.001,0,3,1,3,6,2,Non-metro,O2A1M3
0.75,0.71,0.79,<0.001,0,4,1,3,6,2,Non-metro,O2A1M4
0.51,0.5,0.53,<0.001,0,0,2,3,6,2,Non-metro,O2A2M0
0.43,0.41,0.44,<0.001,0,1,2,3,6,2,Non-metro,O2A2M1
0.67,0.63,0.72,<0.001,0,2,2,3,6,2,Non-metro,O2A2M2
0.63,0.56,0.72,<0.001,0,3,2,3,6,2,Non-metro,O2A2M3
